loc_rowid,hostname,sy_pnum,discoverymethod,pl_orbper,pl_orbsmax,pl_bmassj,st_teff,st_mass,st_dist
346,K2-166,2,Transit,3.80464,,,,1.07,476.882
347,K2-16,3,Transit,2.71578,,,,0.67,334.967
348,EPIC 201757695,1,Transit,2.0478,0.0296,,4520,0.73,
349,K2-50,2,Transit,3.96151,,,,0.61,257.443
350,K2-50,2,Transit,3.96165,,,,,257.443
351,EPIC 201841433,1,Transit,4.16888,,,,,436.488
352,EPIC 201841433,1,Transit,4.1698,0.035,,5053,0.8,436.488
353,EPIC 201841433,1,Transit,4.16959,,,,0.8,436.488
354,K2-168,2,Transit,8.050722,,,5502.7,0.88,243.935
355,K2-168,2,Transit,8.0516,,,,,243.935
356,K2-168,2,Transit,8.0468,,,,0.91,243.935
357,EPIC 206024342,3,Transit,4.50756,,,,0.93,369.888
358,EPIC 206024342,3,Transit,4.50717,,,,,369.888
359,EPIC 206024342,3,Transit,0.9116567,,,5648,,369.888
360,EPIC 206024342,3,Transit,0.911618,,,,,369.888
361,EPIC 206024342,3,Transit,0.911724,,,5724,,369.888
362,EPIC 206024342,3,Transit,14.641541,,,5648,,369.888
363,EPIC 206024342,3,Transit,14.637,,,6438,,369.888
364,EPIC 206024342,3,Transit,14.6435,,,,,369.888
365,EPIC 206024342,3,Transit,14.647531,,,5724,,369.888
366,EPIC 206032309,1,Transit,2.87814,,,,0.22,161.365
367,EPIC 206042996,2,Transit,5.2986,,,4114,,451.769
368,EPIC 206042996,2,Transit,5.29711,,,,0.56,451.769
369,EPIC 206042996,2,Transit,5.29853,,,,,451.769
370,EPIC 206042996,2,Transit,0.35490972,,,3893,,451.769
371,EPIC 206042996,2,Transit,0.354884,,,4114,,451.769
372,EPIC 206215704,1,Transit,2.25558,,,,,109.888
373,EPIC 206215704,1,Transit,2.255436,,,3297,,109.888
374,EPIC 206215704,1,Transit,2.25372,,,,0.41,109.888
375,EPIC 206317286,2,Transit,1.58316,,,,,314.35
376,EPIC 206317286,2,Transit,1.58252,,,,0.71,314.35
377,EPIC 206317286,2,Transit,17.5125,,,,,314.35
378,EPIC 206317286,2,Transit,17.501662,,,4749,,314.35
379,EPIC 206317286,2,Transit,17.515472,,,4752,0.83,314.35
380,EPIC 211822797,1,Transit,21.1595,,,3811,0.59,186.197
381,EPIC 211822797,1,Transit,21.169619,,,3880,0.61,186.197
382,EPIC 211822797,1,Transit,21.169861,0.131,,4148.21,0.66,186.197
383,EPIC 211822797,1,Transit,21.17623917,,,3811,0.59,186.197
384,EPIC 211822797,1,Transit,21.1686,,,,,186.197
385,EPIC 211822797,1,Transit,21.1701963,0.1195,,4057,0.62,186.197
386,EPIC 211945201,1,Transit,19.50735025,,,6128,1.16,181.69
387,EPIC 211945201,1,Transit,19.491795,,,6046,,181.69
388,EPIC 211945201,1,Transit,19.49213,0.148,0.08495,6025,1.18,181.69
389,EPIC 211945201,1,Transit,19.49221,0.1493,,6069,1.17,181.69
390,EPIC 211945201,1,Transit,19.491,,,6128,1.16,181.69
391,EPIC 211945201,1,Transit,19.49183,,,,,181.69
392,EPIC 211945201,1,Transit,19.492132,,,,,181.69
393,EPIC 211945201,1,Transit,19.4921473,,,6128,,181.69
394,EPIC 211945201,1,Transit,19.491965,,,6320,,181.69
395,EPIC 212297394,2,Transit,2.28896,,,,,418.395
396,EPIC 212297394,2,Transit,2.289363,,,5171,0.83,418.395
397,EPIC 212297394,2,Transit,2.28943,,,,0.83,418.395
398,EPIC 212297394,2,Transit,5.21378,,,,,418.395
399,EPIC 212297394,2,Transit,5.213,,,5008,0.83,418.395
400,EPIC 212297394,2,Transit,5.213965,,,5171,0.83,418.395
401,EPIC 212424622,1,Transit,18.0971,,,,,611.804
402,EPIC 212424622,1,Transit,18.0983,,,,1.11,611.804
403,EPIC 212499991,1,Transit,34.885,,,,0.91,283.29
404,EPIC 212587672,2,Transit,15.2841,,,,,320.07
405,EPIC 212587672,2,Transit,15.2841,,,,0.95,320.07
406,EPIC 212587672,2,Transit,15.28078,,,6004,0.99,320.07
407,EPIC 212587672,2,Transit,23.226,,,6055,1.13,320.07
408,EPIC 212587672,2,Transit,23.24110566,,,6055,1.13,320.07
409,EPIC 212587672,2,Transit,23.226001,,,5928,,320.07
410,EPIC 212587672,2,Transit,23.2259,,,,,320.07
411,EPIC 212587672,2,Transit,23.226,,,,,320.07
412,EPIC 212587672,2,Transit,23.228555,,,6004,0.99,320.07
413,EPIC 212624936,2,Transit,0.578657,,,5765,,561.929
414,EPIC 212624936,2,Transit,11.811437,,,5765,,561.929
415,EPIC 212624936,2,Transit,11.81387,,,,,561.929
416,EPIC 212737443,2,Transit,13.603,,,4581,0.72,336.25
417,EPIC 212737443,2,Transit,13.60697954,,,4581,0.72,336.25
418,EPIC 212737443,2,Transit,13.603,0.098,,4684,0.69,336.25
419,EPIC 212737443,2,Transit,65.55,0.28,,4684,0.69,336.25
420,EPIC 220492298,1,Transit,0.762406,,,5620,,624.512
421,K2-282,2,Transit,0.70531,,,,0.94,496.289
422,K2-282,2,Transit,0.70531,,,5499,,496.289
423,K2-282,2,Transit,0.705386,,,,,496.289
424,EPIC 220674823,2,Transit,0.571285,,,,,244.59
425,EPIC 220674823,2,Transit,0.571292,0.0116,0.0263,5470,0.94,244.59
426,EPIC 220674823,2,Transit,0.571212,,,5613,,244.59
427,EPIC 220674823,2,Transit,0.571331,0.0134,,5617,0.97,244.59
428,EPIC 220674823,2,Transit,0.571336,,,,,244.59
429,EPIC 220674823,2,Transit,0.571308,,,5590,0.93,244.59
430,EPIC 220674823,2,Transit,0.571336,0.01312,0.02832,5496,0.92,244.59
431,EPIC 220674823,2,Transit,0.571,,0.02429,5496,0.9,244.59
432,EPIC 220674823,2,Transit,0.571299,,,5590,0.97,244.59
433,EPIC 220674823,2,Transit,13.339079,0.1091,,5617,0.97,244.59
434,EPIC 220674823,2,Transit,13.341245,,,5590,0.93,244.59
435,EPIC 220674823,2,Transit,13.339746,,,5590,0.97,244.59
436,EPIC 220674823,2,Transit,13.3387,0.1071,0.01793,5496,0.92,244.59
437,EPIC 220674823,2,Transit,13.334615,,,5613,,244.59
438,EPIC 220674823,2,Transit,13.338687,,,,,244.59
439,EPIC 220674823,2,Transit,13.33877,,,,,244.59
440,EPIC 220674823,2,Transit,13.3397,0.105,0.01825,5470,0.94,244.59
441,EPIC 228836835,1,Transit,0.728113,,,3782,,150.124
442,EPIC 228836835,1,Transit,0.72813,,,3506,0.42,150.124
443,EPIC 246851721,1,Transit,6.180235,0.07229,3,6202,1.32,372.632
444,EPIC 246851721,1,Transit,6.1802675,,,6513,,372.632
445,EPIC 248847494,1,Transit,3650,4.5,13,4898,0.9,551.886
446,EPIC 249893012,3,Transit,3.5951,0.047,0.02753,5430,1.05,321.296
447,EPIC 249893012,3,Transit,15.624,0.13,0.04616,5430,1.05,321.296
448,EPIC 249893012,3,Transit,35.747,0.22,0.03203,5430,1.05,321.296
449,FU Tau,1,Imaging,,800,16,2838,0.05,
450,G 264-012,2,Radial Velocity,2.30538,0.02279,0.00787,3326,0.3,16.009
451,G 264-012,2,Radial Velocity,8.0518,0.0525,0.0118,3326,0.3,16.009
452,G 9-40,1,Transit,5.746007,0.0385,,3348,0.29,27.9276
453,G 9-40,1,Transit,5.7459945,,,3413,,27.9276
454,G 9-40,1,Transit,5.745912,,,3390,,27.9276
455,GJ 1061,3,Radial Velocity,3.204,0.021,0.00431,2953,0.12,3.67278
456,GJ 1061,3,Radial Velocity,6.689,0.035,0.00547,2953,0.12,3.67278
457,GJ 1061,3,Radial Velocity,13.031,0.054,0.00516,2953,0.12,3.67278
458,GJ 1132,2,Transit,1.6289322,,,3202,,12.613
459,GJ 1132,2,Transit,1.62893,,0.0051,3270,0.18,12.613
460,GJ 1132,2,Transit,,,0.00497,,,12.613
461,GJ 1132,2,Transit,1.628931,0.0153,0.00522,3270,0.18,12.613
462,GJ 1132,2,Transit,1.6289287,0.01533,0.00513,,0.18,12.613
463,GJ 1132,2,Radial Velocity,8.929,0.0476,0.00831,3270,0.18,12.613
464,GJ 1148,2,Radial Velocity,41.375,0.1686,0.339,3357.57,0.37,11.0143
465,GJ 1148,2,Radial Velocity,41.38,0.166,0.30425,3287,0.34,11.0143
466,GJ 1148,2,Radial Velocity,41.397,0.163506,0.298,3287,0.34,11.0143
467,GJ 1148,2,Radial Velocity,532.58,0.912,0.21414,3287,0.34,11.0143
468,GJ 1148,2,Radial Velocity,535.9,0.9302,0.26,3357.57,0.37,11.0143
469,GJ 1214,1,Transit,1.58040487,,0.02004,2949,0.15,14.6427
470,GJ 1214,1,Transit,1.58040433,0.0149,0.02571,3250,0.18,14.6427
471,GJ 1214,1,Transit,1.58040481,,,3000,,14.6427
472,GJ 1214,1,Transit,1.58040482,,0.02,,0.16,14.6427
473,GJ 1214,1,Transit,1.58040454,,,3026,0.16,14.6427
474,GJ 1214,1,Transit,1.58040835,,,3074,0.18,14.6427
475,GJ 1214,1,Transit,,,,3026,,14.6427
476,GJ 1214,1,Transit,1.58040481,,,3026,,14.6427
477,GJ 1214,1,Transit,1.58040456,0.01411,0.0197,3026,0.15,14.6427
478,GJ 1214,1,Transit,1.58040417,,,3250,0.18,14.6427
479,GJ 1214,1,Transit,1.58040482,,0.02,3170,0.16,14.6427
480,GJ 1214,1,Transit,1.5803925,,0.021,3026,0.16,14.6427
481,GJ 1214,1,Transit,1.58040494,,,3074,0.18,14.6427
482,GJ 1214,1,Transit,1.5804049,,,,0.16,14.6427
483,GJ 1214,1,Transit,1.5804043,,,,,14.6427
484,GJ 1214,1,Transit,1.58040465,,,3074,0.18,14.6427
485,GJ 1252,1,Transit,0.51823846,,,3325,,20.373
486,GJ 1252,1,Transit,0.5182349,0.00916,0.00658,3458,0.38,20.373
487,GJ 1252,1,Transit,0.5182416,0.00915,0.00415,3458,0.38,20.373
488,GJ 1252,1,Transit,0.5182418,,,3458,0.38,20.373
489,GJ 1265,1,Radial Velocity,3.6511,0.026,0.02328,3236,0.18,10.2525
490,GJ 143,2,Transit,35.61253,0.1915,0.07142,4640,0.73,16.32
491,GJ 143,2,Transit,35.589,0.1932,0.09637,,0.76,16.32
492,GJ 143,2,Transit,35.61344463,,,4628.53,,16.32
493,GJ 15 A,2,Radial Velocity,11.4433,0.0717,0.01683,3567,0.38,3.56228
494,GJ 15 A,2,Radial Velocity,11.4432,0.0732,0.0171,3742.67,0.4,3.56228
495,GJ 15 A,2,Radial Velocity,11.4407,0.072,0.00953,3607,0.38,3.56228
496,GJ 15 A,2,Radial Velocity,7600,5.4,0.11327,3607,0.38,3.56228
497,GJ 160.2,1,Radial Velocity,5.2354,0.053,0.03209,4347,0.69,25.8557
498,GJ 163,3,Radial Velocity,8.63182,0.0607,0.03335,,,15.1285
499,GJ 163,3,Radial Velocity,25.63058,0.1254,0.0214,,,15.1285
500,GJ 163,3,Radial Velocity,603.95116,1.0304,0.0925,,,15.1285
501,GJ 179,1,Radial Velocity,2333,2.523,0.752,3411.78,0.39,12.356
502,GJ 179,1,Radial Velocity,2288,2.41,0.82,3370,0.36,12.356
503,GJ 180,3,Radial Velocity,17.133,0.092,0.02042,,0.43,11.9407
504,GJ 180,3,Radial Velocity,17.38,0.103,0.02611,3371,0.43,11.9407
505,GJ 180,3,Radial Velocity,24.329,0.129,0.02014,3371,0.43,11.9407
506,GJ 180,3,Radial Velocity,106.3,0.309,0.02379,,0.43,11.9407
507,GJ 2030,2,Radial Velocity,2.38128933,0.034411,0.01445,,0.96,37.0788
508,GJ 2030,2,Radial Velocity,25533.11353,16.763449,12.79888,,0.96,37.0788
509,GJ 2056,1,Radial Velocity,69.971,0.283,0.05097,,0.62,28.4434
510,GJ 229,2,Radial Velocity,121.995,0.339,0.02287,,0.58,5.75624
511,GJ 229,2,Radial Velocity,121.932676,0.384214,0.02698,,0.51,5.75624
512,GJ 229,2,Radial Velocity,579.4749467,1.086215,0.04672,,0.51,5.75624
513,GJ 229,2,Radial Velocity,526.115,0.898,0.02667,,0.58,5.75624
514,GJ 229,2,Radial Velocity,471,0.97,0.10068,3564,0.58,5.75624
515,GJ 251,1,Radial Velocity,14.238,0.0818,0.01259,3451,0.36,5.58057
516,GJ 27.1,1,Radial Velocity,15.819,0.101,0.0409,3542,0.53,23.6062
517,GJ 273,2,Radial Velocity,18.6498,0.091101,0.00909,3382,0.29,5.921535
518,GJ 273,2,Radial Velocity,4.7234,0.036467,0.00371,3382,0.29,5.921535
519,GJ 3021,1,Radial Velocity,133.71,0.49,3.37,5540,0.9,17.5559
520,GJ 3082,1,Radial Velocity,11.949,0.079,0.0258,,0.47,16.6186
521,GJ 3090,1,Transit,2.853136,0.03165,0.01051,3556,0.52,22.4751
522,GJ 3090,1,Transit,2.85310081,,,3703,,22.4751
523,GJ 3138,3,Radial Velocity,1.22003,0.0197,0.0056,3717,0.68,28.4712
524,GJ 3138,3,Radial Velocity,5.974,0.057,0.01315,3717,0.68,28.4712
525,GJ 3138,3,Radial Velocity,257.8,0.698,0.03304,3717,0.68,28.4712
526,GJ 317,2,Radial Velocity,695.36,1.18,1.853,3492.73,0.45,15.1968
527,GJ 317,2,Radial Velocity,695.66,1.151,1.75282,,0.42,15.1968
528,GJ 317,2,Radial Velocity,692,1.15,2.5,3510,0.42,15.1968
529,GJ 317,2,Radial Velocity,692.9,0.95,1.2,,0.26,15.1968
530,GJ 317,2,Radial Velocity,7500,5.78,1.673,3492.73,0.45,15.1968
531,GJ 317,2,Radial Velocity,6739.323,5.23,1.64396,,0.42,15.1968
532,GJ 317,2,Radial Velocity,5312,,1.54,,0.24,15.1968
533,GJ 317,2,Radial Velocity,10000,25,2,3510,0.42,15.1968
534,GJ 3222,1,Radial Velocity,10.6666864,0.091179,0.03694,,0.89,18.23817
535,GJ 328,1,Radial Velocity,4100,4.5,2.3,3900,0.69,20.5266
536,GJ 3293,4,Radial Velocity,30.6,0.1434,0.081,3466,0.42,20.1903
537,GJ 3293,4,Radial Velocity,30.5987,0.14339,0.07406,3466,0.42,20.1903
538,GJ 3293,4,Radial Velocity,123.75,0.364,0.081,3466,0.42,20.1903
539,GJ 3293,4,Radial Velocity,122.6196,0.36175,0.06636,3466,0.42,20.1903
540,GJ 3293,4,Radial Velocity,48.1345,0.19394,0.02391,3466,0.42,20.1903
541,GJ 3293,4,Radial Velocity,13.2543,0.08208,0.01032,3466,0.42,20.1903
542,GJ 3323,2,Radial Velocity,5.3636,0.03282,0.00636,3159,0.16,5.37484
543,GJ 3323,2,Radial Velocity,40.54,0.1264,0.00727,3159,0.16,5.37484
544,GJ 3341,1,Radial Velocity,14.207,0.089,0.0208,3526,0.47,23.619
545,GJ 338 B,1,Radial Velocity,24.45,0.141,0.03231,4005,0.64,6.33256
546,GJ 3470,1,Radial Velocity,3.33665,0.03557,0.04373,3600,0.54,29.4214
547,GJ 3470,1,Radial Velocity,3.3366496,0.0355,0.04373,3600,0.54,29.4214
548,GJ 3470,1,Radial Velocity,3.336649,0.03596,0.04436,,0.56,29.4214
549,GJ 3470,1,Radial Velocity,3.3366413,,,3552,0.5,29.4214
550,GJ 3470,1,Radial Velocity,3.336665,,,3552,0.5,29.4214
551,GJ 3470,1,Radial Velocity,3.33714,0.0348,0.044,3600,0.54,29.4214
552,GJ 3470,1,Radial Velocity,3.336649,,0.03958,3652,0.51,29.4214
553,GJ 3470,1,Radial Velocity,3.3366859,,,3552,,29.4214
554,GJ 3470,1,Radial Velocity,3.336649,,,3552,0.5,29.4214
555,GJ 3470,1,Radial Velocity,3.3366487,0.031,0.043,3652,0.51,29.4214
556,GJ 3473,2,Transit,1.1980035,0.01589,0.00585,3347,0.36,27.3644
557,GJ 3473,2,Transit,1.19799593,,,3332,,27.3644
558,GJ 3473,2,Radial Velocity,15.509,0.0876,0.02331,3347,0.36,27.3644
559,GJ 3512,2,Radial Velocity,203.69,0.337,0.46,3081,0.12,9.48637
560,GJ 3512,2,Radial Velocity,203.59,0.338,0.463,3081,0.12,9.48637
561,GJ 3512,2,Radial Velocity,1599.6,1.292,0.2,3081,0.12,9.48637
562,GJ 357,3,Transit,3.93072,0.035,0.00579,3505,0.34,9.44181
563,GJ 357,3,Transit,3.93059678,,,3505,,9.44181
564,GJ 357,3,Radial Velocity,9.1247,0.061,0.0107,3505,0.34,9.44181
565,GJ 357,3,Radial Velocity,55.661,0.204,0.01919,3505,0.34,9.44181
566,GJ 3634,1,Radial Velocity,2.64561,0.0287,0.026,,0.45,20.3779
567,GJ 367,1,Transit,0.321962,0.0071,0.00172,3522,0.45,9.41263
568,GJ 367,1,Transit,0.3219258,,,3518,,9.41263
569,GJ 3779,1,Radial Velocity,3.0232,0.026,0.02517,3324,0.27,13.743
570,GJ 3929,2,Transit,2.6162745,0.02569,0.00381,3369,0.31,15.8095
571,GJ 3929,2,Transit,2.61627687,,,3352,,15.8095
572,GJ 3929,2,Transit,2.616235,0.0252,0.00551,3384,0.31,15.8095
573,GJ 3929,2,Radial Velocity,15.04,0.081,0.01797,3384,0.31,15.8095
574,GJ 393,1,Radial Velocity,7.02679,0.05402,0.00538,3579,0.43,7.03149
575,GJ 3942,1,Radial Velocity,6.905,0.0608,0.02246,3867,0.63,16.9287
576,GJ 3998,2,Radial Velocity,2.64977,0.029,0.00777,3722,0.5,18.1459
577,GJ 3998,2,Radial Velocity,13.74,0.089,0.0197,3722,0.5,18.1459
578,GJ 411,2,Radial Velocity,12.9382,0.07892,0.00882,3719.95,0.39,5.675773
579,GJ 411,2,Radial Velocity,12.9394,0.07879,0.00846,3719,0.39,5.675773
580,GJ 411,2,Radial Velocity,12.9532,0.0785,0.00941,3563,0.39,5.675773
581,GJ 411,2,Radial Velocity,12.946,0.0789,0.00846,3601,0.39,5.675773
582,GJ 414 A,2,Radial Velocity,51.625,0.2403,0.0322,4205.93,0.69,11.8893
583,GJ 414 A,2,Radial Velocity,50.8,0.2324,0.02391,4120,0.65,11.8893
584,GJ 414 A,2,Radial Velocity,744.7,1.424,0.184,4205.93,0.69,11.8893
585,GJ 414 A,2,Radial Velocity,749.83,1.4,0.16937,4120,0.65,11.8893
586,GJ 422,1,Radial Velocity,20.129,0.111,0.03483,,0.35,12.6631
587,GJ 422,1,Radial Velocity,26.161,0.119,0.03115,3323,0.35,12.6631
588,GJ 4276,1,Radial Velocity,13.352,0.082,0.05213,3387,0.41,21.3362
589,GJ 433,3,Radial Velocity,7.3705,0.062,0.01901,,0.48,9.06456
590,GJ 433,3,Radial Velocity,7.3709,0.058,0.018,3600,0.48,9.06456
591,GJ 433,3,Radial Velocity,7.3697,0.06,0.01668,3472,0.48,9.06456
592,GJ 433,3,Radial Velocity,7.3709,0.06,0.02,3461,0.59,9.06456
593,GJ 433,3,Radial Velocity,3400,3.6,0.14159,3472,0.48,9.06456
594,GJ 433,3,Radial Velocity,5094.105,4.819,0.10201,,0.48,9.06456
595,GJ 433,3,Radial Velocity,36.059,0.178,0.01643,,0.48,9.06456
596,GJ 436,1,Radial Velocity,2.64385,0.0285,0.0713,3350,0.44,9.75321
597,GJ 436,1,Radial Velocity,2.6,0.029,0.073,,,9.75321
598,GJ 436,1,Radial Velocity,2.6438904,,,3500,0.45,9.75321
599,GJ 436,1,Radial Velocity,2.6438979,0.0287,,3585,0.45,9.75321
600,GJ 436,1,Radial Velocity,2.64385,0.02872,0.0729,3350,0.45,9.75321
601,GJ 436,1,Radial Velocity,,,0.0682,,0.45,9.75321
602,GJ 436,1,Radial Velocity,2.64389803,0.0308,0.08,3416,0.56,9.75321
603,GJ 436,1,Radial Velocity,2.64389751,,,3350,0.45,9.75321
604,GJ 436,1,Radial Velocity,2.64389524,0.02887,0.0737,3500,0.46,9.75321
605,GJ 436,1,Radial Velocity,2.64389803,,0.07992,3479,0.45,9.75321
606,GJ 436,1,Radial Velocity,2.64386,0.02872,0.073,,,9.75321
607,GJ 436,1,Radial Velocity,2.643892,0.02849,0.0668,3586.11,0.44,9.75321
608,GJ 436,1,Radial Velocity,2.643943,0.0278,0.0673,3456,0.42,9.75321
609,GJ 436,1,Radial Velocity,2.64388312,0.0291,0.07,,0.47,9.75321
610,GJ 436,1,Radial Velocity,2.6438986,,,3500,,9.75321
611,GJ 436,1,Radial Velocity,2.64388561,,,3456,,9.75321
612,GJ 436,1,Radial Velocity,2.64389788,0.03109,0.0728,3350,,9.75321
613,GJ 436,1,Radial Velocity,2.64389846,,,3456,0.42,9.75321
614,GJ 436,1,Radial Velocity,2.643859,0.0278,0.0682,3456,0.42,9.75321
615,GJ 436,1,Radial Velocity,2.644,0.028,0.06721,3456,0.42,9.75321
616,GJ 436,1,Radial Velocity,2.6441,0.0278,0.067,,0.41,9.75321
617,GJ 480,1,Radial Velocity,9.567,0.068,0.04153,,0.45,14.2358
618,GJ 486,1,Radial Velocity,1.4700564,,,3297,,8.07426
619,GJ 486,1,Radial Velocity,1.467119,0.01734,0.00887,3340,0.32,8.07426
620,GJ 504,1,Imaging,,43.5,4,6234,1.22,17.5299
621,GJ 514,1,Radial Velocity,140.43,0.422,0.01636,3728,0.51,7.61778
622,GJ 536,1,Radial Velocity,8.708,0.067,0.02051,3674,0.51,10.4092
623,GJ 536,1,Radial Velocity,8.7076,0.06661,0.01686,3685,0.52,10.4092
624,GJ 581,3,Radial Velocity,5.366,0.041,0.05223,,0.31,6.2981
625,GJ 581,3,Radial Velocity,5.3686,0.04061,0.0497,3396,0.31,6.2981
626,GJ 581,3,Radial Velocity,5.368,0.041,0.04782,3396,0.31,6.2981
627,GJ 581,3,Radial Velocity,5.36874,0.04,0.049,,,6.2981
628,GJ 581,3,Radial Velocity,5.36841,0.040616,0.04908,,0.31,6.2981
629,GJ 581,3,Radial Velocity,5.36879,0.04099,0.0511,3490.39,0.32,6.2981
630,GJ 581,3,Radial Velocity,12.9191,0.072993,0.01762,,0.31,6.2981
631,GJ 581,3,Radial Velocity,12.9292,0.07,0.017,,,6.2981
632,GJ 581,3,Radial Velocity,12.9144,0.07359,0.0159,3490.39,0.32,6.2981
633,GJ 581,3,Radial Velocity,12.914,0.0721,0.0173,3396,0.31,6.2981
634,GJ 581,3,Radial Velocity,12.919,0.074,0.01778,3396,0.31,6.2981
635,GJ 581,3,Radial Velocity,3.14942,0.03,0.006,,,6.2981
636,GJ 581,3,Radial Velocity,3.14867,0.028453,0.00535,,0.31,6.2981
637,GJ 581,3,Radial Velocity,3.149,0.02815,0.0053,3396,0.31,6.2981
638,GJ 581,3,Radial Velocity,3.153,0.029,0.00521,3396,0.31,6.2981
639,GJ 625,1,Radial Velocity,14.628,0.078361,0.00887,3499,0.3,6.47249
640,GJ 649,1,Radial Velocity,604.8,1.1325,0.275,3807.22,0.53,10.3796
641,GJ 649,1,Radial Velocity,598.3,1.135,0.328,3700,0.54,10.3796
642,GJ 667 C,5,Radial Velocity,7.20066,0.049,0.01789,,,7.24396
643,GJ 667 C,5,Radial Velocity,7.1999,0.050431,0.018,3650,,7.24396
644,GJ 667 C,5,Radial Velocity,7.2,0.05,0.018,3650,,7.24396
645,GJ 667 C,5,Radial Velocity,7.2004,0.0505,0.018,3350,0.33,7.24396
646,GJ 667 C,5,Radial Velocity,28.1,0.12501,0.013,3650,,7.24396
647,GJ 667 C,5,Radial Velocity,28.155,0.123,0.0143,,,7.24396
648,GJ 667 C,5,Radial Velocity,28.14,0.125,0.012,3350,0.33,7.24396
649,GJ 667 C,5,Radial Velocity,28.143,0.125,,3650,,7.24396
650,GJ 667 C,5,Radial Velocity,62.24,0.213,0.008,3350,0.33,7.24396
651,GJ 667 C,5,Radial Velocity,39.026,0.156,0.008,3350,0.33,7.24396
652,GJ 667 C,5,Radial Velocity,256.2,0.549,0.014,3350,0.33,7.24396
653,GJ 674,1,Radial Velocity,4.6938,0.039,0.035,3600,0.35,4.54896
654,GJ 676 A,4,Radial Velocity,1051.445206,1.734535,5.77988,,0.63,16.0272
655,GJ 676 A,4,Radial Velocity,1050.3,1.8,4.95,,0.71,16.0272
656,GJ 676 A,4,Radial Velocity,1051.1,1.812,6.7,,,16.0272
657,GJ 676 A,4,Radial Velocity,1056.80005,1.82,4.96,3734,0.73,16.0272
658,GJ 676 A,4,Radial Velocity,1056.8,1.82,4.9,,,16.0272
659,GJ 676 A,4,Radial Velocity,7337,6.6,6.8,,,16.0272
660,GJ 676 A,4,Radial Velocity,13921.42302,9.67808,13.4381,,0.63,16.0272
661,GJ 676 A,4,Radial Velocity,3.6,0.0413,0.014,,0.71,16.0272
662,GJ 676 A,4,Radial Velocity,3.60075682,0.039322,0.01195,,0.63,16.0272
663,GJ 676 A,4,Radial Velocity,3.6005,,0.014,,,16.0272
664,GJ 676 A,4,Radial Velocity,35.37,0.187,0.036,,0.71,16.0272
665,GJ 676 A,4,Radial Velocity,35.39,,0.025,,,16.0272
666,GJ 676 A,4,Radial Velocity,35.47357709,0.180707,0.02105,,0.63,16.0272
667,GJ 680,1,Radial Velocity,17281.66514,10.121898,24.43125,,0.46,9.67315
668,GJ 682,2,Radial Velocity,17.478,0.08,0.01384,3028,0.27,5.00671
669,GJ 682,2,Radial Velocity,57.32,0.176,0.02737,3028,0.27,5.00671
670,GJ 685,1,Radial Velocity,24.16,0.1344,0.02832,3816,0.55,14.3155
671,GJ 687,2,Radial Velocity,38.14,0.16353,0.058,3413,0.41,4.54939
672,GJ 687,2,Radial Velocity,38.142,0.163,0.05412,,0.4,4.54939
673,GJ 687,2,Radial Velocity,38.152,0.1658,0.0553,3561.3,0.42,4.54939
674,GJ 687,2,Radial Velocity,38.14,0.17,0.06,3340,0.45,4.54939
675,GJ 687,2,Radial Velocity,727.562,1.165,0.05034,,0.4,4.54939
676,GJ 720 A,1,Radial Velocity,19.466,0.119,0.04292,3837,0.57,15.5575
677,GJ 740,1,Radial Velocity,2.37756,0.029,0.00931,3913,0.58,11.1017
678,GJ 832,1,Radial Velocity,3416,3.4,0.64,3657,0.45,4.96435
679,GJ 832,1,Radial Velocity,3657,3.56,0.68,3472,0.45,4.96435
680,GJ 832,1,Radial Velocity,3507,3.46,0.62,,0.44,4.96435
681,GJ 849,2,Radial Velocity,1890,2.35,0.82,,0.49,8.80058
682,GJ 849,2,Radial Velocity,1924,2.39,0.911,3407,0.46,8.80058
683,GJ 849,2,Radial Velocity,1882,2.35,1,3241,0.65,8.80058
684,GJ 849,2,Radial Velocity,1915,,0.9,,0.49,8.80058
685,GJ 849,2,Radial Velocity,1940,2.409,0.891,3562.68,0.5,8.80058
686,GJ 849,2,Radial Velocity,1845,2.32,0.91,,0.49,8.80058
687,GJ 849,2,Radial Velocity,7068,,0.702,,0.49,8.80058
688,GJ 849,2,Radial Velocity,5750,4.974,1.079,3562.68,0.5,8.80058
689,GJ 86,1,Radial Velocity,15.764,0.114,4.04,,0.8,10.7836
690,GJ 86,1,Radial Velocity,15.76491,0.113,3.91,5151,0.77,10.7836
691,GJ 86,1,Radial Velocity,15.76491,0.11,4.42,5182,0.93,10.7836
692,GJ 876,4,Radial Velocity,61.082,0.214,2.79298,3271,0.34,4.67517
693,GJ 876,4,Radial Velocity,61.087,0.218585,2.6596,,0.37,4.67517
694,GJ 876,4,Radial Velocity,60.83,0.20774,2.53,3271,0.34,4.67517
695,GJ 876,4,Radial Velocity,61.02,0.208,1.89,3271,0.34,4.67517
696,GJ 876,4,Radial Velocity,60.85,0.21,2.11,3271,0.34,4.67517
697,GJ 876,4,Radial Velocity,61.03474,0.2177,2.115,3293.74,0.37,4.67517
698,GJ 876,4,Radial Velocity,61.065,0.211,2.64,,0.33,4.67517
699,GJ 876,4,Radial Velocity,61.1166,0.208317,2.2756,,0.32,4.67517
700,GJ 876,4,Radial Velocity,30.126,0.134,0.88645,3271,0.34,4.67517
